"With a minimum of alertness you have access to a wide variety of good quality ""new world"" pinot's - go for the ones from acknowledge houses and if possibly with official ratings, wait until they are on offer and the quality/price ratio is very good. Haven't had the same good experience with European Pinot's although - in the medium price range where I like to purchase the quality/price ration for the ""old world"" pinot's lacks way behind the ""new world"" - but that's probably not Philipsons fault? Just purchased some low- medium range Burgundy, and I would argue that compared to Argentine or NZ pinot's in the same price range they don't even come close. The Burgundy may evolve to something really smooth given some time, but I guess that the ""New World's"" PN's will be ahead then still, and definately more fun along the way - so I'l probably stick to the latter",3,M,5,denmark,alert good good good like fun,14,pin philip purchased purchase probably price possibly range old official
"Super fast, I paid by Nordea bank transfer, and in around 2 hours I had my coins.",3,M,5,denmark,super,3,2 area around bank coin fast hour nord paid super
"They gotta be the most INefficient service provider ever. First they have already taken almost a month to switch our subscription to our new address (and it still isn't working!). Then they offered me mobile broadband for free for the time being but sent 2 disfunctioning dongles+sim in a roll. I've spent like 5 hours on phone with their customer service to fix the broadband and the mobile broadband, and yet I still end up with no Internet. Great job. Have quit Telia now. Should have done so long time ago!",3,F,1,denmark,free like no great,5,ref provider run rule roll service quit offered osf sim
Helt OK service.,2,M,4,denmark,nothing,0,felt ok service
I have been a user of Vopium during the past 3 years and the services has been much improved during that period.,3,M,5,denmark,improved,2,3 improved much mum past period pi service user vo
"I have recieve a gift from a friend last maj on my birthday fra go dream (biograf forprimiere oplevelse) I have activated this gift immediately hoping I can try this oplevelse with the cinema but nothing really happens. All in all I have only maybe receiving 4 mails about forprimiere movies since Maj and we are in december now. My first mail was with a good movie but unfortunately even though I answered after 2 days recieving the mail, it was not fast enough and did not get it. After that I almost did not receive any more mails so I wrote to them and complained, but nothing really happen, from Maj to december I find it too poor not being able to use something that has been already payed for...",2,F,2,denmark,gift dream gift hoping good complained poor pay,5,mail lev nothing movie maybe maj pay hoping jimi pr
"I have been working with Euroads to develop my activity on Scandinavians countries. It's a great design platform, all is really easily to handle.",2,M,5,denmark,great,3,handle great scandinavian really platform head activity design easily country
Get anything from google!,1,M,5,denmark,nothing,0,anything get goole
"It came very fast, good quality and very competitive price",2,M,5,denmark,good competitive,5,came competitive fast good price quality
super service.,2,M,5,denmark,super,3,service super
i have been a member for almost 2½ year.,3,M,4,denmark,nothing,0,##½ 2 almost member year
I would recommend kitchenine.dk for the good service and prompt delivery.,2,M,5,denmark,recommend good,5,ask delivery good kitchen line prompt recommend service would
Best services & offers that man can not ignor from CALLME..,3,M,5,denmark,best,3,best call man offer service
This is quick and fast use of science & techmology - interweb site was up in like no time with domainname,2,M,5,denmark,like no,1,quick name time tech site science domain homology job fast
OK ok ok ok ok ok,3,F,5,denmark,nothing,0,ok
"I have now made ​​my first purchase at Scandic Gold and I'm certainly not disappointed, the staff is nice and the service is always at the top! I will definitely recommend this page to others!",1,M,5,denmark,disappointed nice top recommend,5,others nice staff service scan recommend purchase page always gold
as always,3,M,5,denmark,nothing,0,always
"Over the last years I've bought over 100 CDs, DVDs and Blu-ray discs from Zoverstocks. Even with the shipping it's far cheaper than going to a second hand store or renting them.",3,M,5,denmark,nothing,0,hand going year store stock shipping second rent ray last
Real good and fast service I'm very glad that I did my shopping with them,3,M,5,denmark,good glad,6,fast glad good real service shopping
This site helped me find a place to live! Thanks!,3,M,5,denmark,thanks,2,find helped live place site thanks
"ordered online within mins got my order number, recived the item next morning what more could you want.",3,M,5,denmark,want,1,online next want rec ordered order could number got min
Thumps up!,3,M,5,denmark,nothing,0,thump
I bought ink for my 2 years (very old!?) Lexmark Printer (nearly impossibly to find Ink in Denmark) twice within 2 weeks. First packet arrived after 3 days and the second packet after 4 days. It's better than I had expected because of previous bad experiences with Pixmania delivery times,3,M,5,denmark,better bad,-1,printer second nearly old packet pi previous loss romania twice
I tried smatguy.dk so many times and consider it as a valuable buying option.,2,M,5,denmark,nothing,0,ask buying consider gu many option sm time tried valuable
"I have Fullrate internet for over 3 years, and I am very satisfied of the services. Very good connection and speed even at the small package.",3,F,5,denmark,satisfied good,5,rate package speed small service satisfied 3 even good connection
"I ordered frozen items which were totally ruined when I finally got them. I contacted Mr Darlington who said it would be sorted out but in the end I heard nothing. I really thought I had lost my money. To be fair to Mr Darlington the problem was caused by the shipping company. His support though was very poor. In the end I contacted foodfromhome in Germany. They were really surprised and within a few days I had my full delivery resent and a small present to say sorry. The owner phoned me 2 or 3 times to make sure the delivery had arrived and everything was in order and acceptable. I give only 3 stars because of the problems, but would give the German office 5 stars if I could",3,F,4,denmark,ruined lost fair problem support poor sorry problems,-8,problem poor said ruined really re shipping present order owner
God service.,3,F,5,denmark,god,1,god service
"I ordered a frame on 10-09-2012, and was promised 4-6 weeks delivery time. Today, on December 14, 13 weeks later, I have still not received it. I have asked the customer service several times when it will be delivered, and every time I'm told to wait just a little longer. The company does nothing to keep me up to date on my order status unless I ask them by email.",3,M,1,denmark,promised,1,service status longer nothing order ordered promised received later several
"As an American living in Denmark, I've been on the lookout for a great coffee roaster at reasonable prices. It looks like I've found it with CoffeeBeansOnline. Not only were my beans delivered the very next day after I ordered them, but the service could not have been any friendlier.",3,M,5,denmark,great like,5,next ordered look lookout mean line roast reasonable like price
It is a good way to send a present to somebody you like!,3,F,5,denmark,good like,5,good like present send somebody way
Ordered my M1 sim card and 2 days later it was already delivered. Service is impecable so far.,2,M,5,denmark,nothing,0,imp delivered service ordered m1 later 2 far already card
The glasses was delivered very fast (2 days to Denmark) and they were just as I expected them to be!,2,F,5,denmark,nothing,0,2 day delivered denmark expected fast glass
"Nice service, quick delivery, really nice qualitative goods many of which i could not see anywhere else in physical shops.",2,F,5,denmark,nice nice,6,putative nice service see really quick qu ali physical else
ok at handle med.,3,F,5,denmark,nothing,0,handle med ok
"This Philips wake-up light was a great buy. A nice way to wake-up gently, as apposed to jumping out of your skin with the traditional alarm clock.",2,F,5,denmark,great nice alarm,4,light jumping wake traditional skin philip nice alarm closed clock
"People who think SharkGaming systems are Pro, dont know a thing about computer systems.",3,M,2,denmark,nothing,0,##gami computer know long people pro shark system thing think
"Great products, amazing range of products, fast delivery",2,M,5,denmark,great amazing,7,amazing delivery fast great product range
Super service.,3,M,5,denmark,super,3,service super
I bought 3 cell phones and 1 usb key for internet.  Really fast deliver within 2 days and one of the phones arrive at my apartment in 1 day.  Awesome service with keeping my Telia phone number.  Telia was the one to give a slow response.  I plan to buy 2 more Iphone 4 in January or February as well as an small computer.,3,M,5,denmark,awesome,4,response slow number one phone plan really keeping service usb
Fair priser,2,M,5,denmark,fair,2,fair pri user
Im not happy with my mobil..3 days after i bought it the screen doesnt work! Im not impress in their srvice because we called tha call me service and they said that they cant do anything its like money that i throw in the window! Im going to pay my phone for 6 months! Im not gonna buy phone in call me anymore if it is like that!,2,F,1,denmark,happy impress like pay like,9,said service month oil pay phone mob screen window tha
Quick and easy. Do not believe it can be done better.,3,M,5,denmark,easy better,3,believe better done easy quick
"This is COMPLETELY UNACCAPTABLE and is FRAUD. I have ordered with this firm before, the haircolors are fine and everything has been deivered. But now I placed an order on the site at the end of August http://www.danielfield.com/, have paid of course, and still have not received the order at the end of September. I have sent them 3 mails, and tried to call numerous times, but have received no answer, and the calls on the contact phone stated on the website are simply not being answered, no matter which part of day I call. It's too bad I don't know where I can report them in the UK: Maybe will do some research and will. And you at Daniel Field can be sure that this is not the only social media that I will post this on.",3,F,1,denmark,fraud fine no no matter bad,-6,post placed research report received pta september ordered part simply
"I reviewed a site for a friend, who wants to be anonymous, but where I've sent all the documentation to Trustpilot, so they know I'm not lying. This review was a warning to all future users, because the site, a dating site, takes copyright on whatever picture you upload, and doesn't allow you to delete your pictures, and denies all requests for removal of the pictures. Trustpilot have removed the review because my friend does not live in my apartment. How am I suppose to warn users about this terrible behavior? I thought Trustpilot was a place you could share stories about companies you've dealt with, and I have certainly dealt with this company over the phone. Having to create an account in my own name and upload photos of myself just to make myself eligible for a review on Trustpilot is plain stupid.",2,M,1,denmark,trust warning allow denies trust warn terrible trust share trust stupid,-6,request removal sent reviewed review site removed picture place story
Allways on time. I can't find a better service than SAS have. And the aircrafts is nice - CRJ900 ng ;),1,M,5,denmark,better nice,5,m40 j service sa nice ng aircraft better cr always
I was at home and I expected that the agent will call me. He didnt. Just leved the pachage behind the house. No signature... I am a little bit surprised but it's ok.  They are fast guys.,3,M,4,denmark,no,-1,house ha surprised signature pac ok little lev age home
"3 weeks ago, i ordered a snapback cap and a college jacket from kickz, they send me a confirmation E-Mail saying that they had confirmed my order, 2 weeks later i didnt hear anything from them, so i wrote a mail, and suddenly they said, that i should transfer the money directly to they account, so i did, and now my package has almost arrived, but i think that its irritating that they do not tell me, that i have to transfer the money to them, before they send the package, i am NOT happy for that.",1,M,2,denmark,irritating happy,0,saying send mail money order ordered package said later tell
"I've ordered twice from naturoghelse.dk, both transactions were smooth. There were a wrong product in my second order, but the naturoghelse's sales claimed the fault and sent me the correct product right away, even before me sending the back the wrong one.",3,M,5,denmark,wrong wrong,-4,sending sent right sale second ordered twice transaction one smooth
Super service.,3,M,5,denmark,super,3,service super
"Kontonummer: 201299800 - I had a Telenor mobile subscription and had called customer care before some days before for getting a new broadband connection and fixed telephone and was initially offered 20 Mbps.  Then next day, another executive called and informed that only 8Mbps can be given. Then another one again called and informed that speed will only be 0.01 Mbps and said no internet can be provided and cancelled my order. Again, they said next day, 20 Mbps can be given. This mess was going around for 2-3 days. All these only after each of them made me wait and did a line check after getting my address and then only informed ""speed"". Felt like going mad and was full waste of my office time. The names of the three executives were Morten, Nikoli and forgot the third name. The three of them were aIso blaming each other and said others were wrong and he was only right.  When I wanted to complain about this very worst customer care, they openly told me that it will be of no use and its only waste of time as Telenor does not care about this. I finally lost almost 2 of my working days trying to sort out this mess created by customer care. Is this a professional way of treating an existing  customer who is looking to expand the relationship with the company? Extremely disappointed with service. Would it be fair and just if I were to receive a 1000 Kr compensation credited for all the time, stress, psychological trauma, and worst customer service I had received even though I am an existing good customer (paid all my bills on time) and looking to build a longstanding and strong relationship? I have now also moved my mobile subscription to Fullrate and hope Telenor would release me as soon as possible (few days hopefully?). Looking fwd to a suitable resolution and compensation for all the mess.",2,M,1,denmark,care no cancelled mess like mad waste blaming wrong complain worst care no waste care lost mess care expand disappointed fair trauma worst good strong hope hopefully mess,-12,provided psychological order others paid possible professional one received relationship
Fin service.,2,F,4,denmark,nothing,0,fin service
"My cellphone was working badly, it switched off from time to time, even thou they said it was ok. I was living in Hasle, and I could'n call or received messages that someone called me, and I wasn't in the network. MOreover, after I paid 12 month for this service, I couldn't stop my contract. When I called them, they just hanged the receiver after hearing that I speak English, in the shop they refused to terminate the contract after it was over because I had to call to their special service. And it was continued for additional 6 month I paid 50 kr every month for no service. Then I asked a dane to call them and ask to terminate the agreement. He proceeded from the first time. More over, I know 5 more people who were totally angry because of this mobile service. Never use this one!!!",2,F,1,denmark,badly stop refused no agreement angry,-9,paid one received proceeded phone people refused n never service
"The only defect is that what i ordered was out of stock although the page did say there was stock. Otherwise it was handled perfectly by the seller. I was informed of this fact in a few hours from my order, and told when it could arrive if i was willing to wait or that i could cancel/change the order. I changed the order for a similar product and it arrived just 2 days after the first order. The seller was educate and proffesional in all moments.",3,M,4,denmark,defect perfectly cancel,-1,real seller otherwise page perfectly product prof order say told
I went to the store in Frederiksberg as they had the model I needed. I didn’t use the web shop.,2,F,1,denmark,nothing,0,erik fred model needed rosberg shop store use web went
i got the wine to time,3,F,5,denmark,nothing,0,got time wine
"They managed to deliver the order on time despite a late order during Christmas. Though the item was on stock, they delivered the item to another delivery address just a few days after. As a suggestion, I just think they might improve the order tracking information system which is quite poor or at least not so informative. Alternatives:",3,M,5,denmark,improve poor,0,stock suggestion native order poor quite managed time think late
"For vacations and extended week-ends all arround Europe I prefere ECR, they deliver a very good service at a VERY good price - They help you if you recieve some old junk, and have deals that you can understand (no hidden fees etc.) - If they ask for extra assurance etc at the local counter - just say NO, you have what is needed for normal coverage  ;-)",3,M,5,denmark,good good help no no,6,price rec local needed normal old prefer hidden service understand
"It is a site. Good games. Fun games and fun i the chat forums. To keep it shot, its a lot off fun playing at Spigo.",3,M,4,denmark,good fun fun fun,15,playing keep sligo site shot chat lot fun game forum
Everything went just fine,3,M,5,denmark,fine,2,everything fine went
"Good price, and emails answered quickly.",3,M,5,denmark,good,3,answered email good price quickly
The only suggestion I could make is to have a page with very clear pictures of all the different kinds of cable connectors(ends) with their names so we non technical people can more easily identify the cable we need.,3,M,5,denmark,clear,1,name kind suggestion picture people page non need cable make
Good service and nice staff,3,M,5,denmark,good nice,6,good nice service staff
Purchased on the internet and everything went smooth and well - I received my purchase after a few days - no troubles and the size was like in the table on the homepage,3,F,5,denmark,no troubles like,-1,received purchased well trouble table smooth size day like internet
"I have ordered many times from this company, and each time the service is fast, efficient and packaged beautifully.  THe products are always great too:-)  An amazing company!",3,F,5,denmark,beautifully great amazing,10,many great service product packaged ordered always beautifully efficient amazing
It is easy to navigate the online shop - so it is a good experience from that aspect.,3,M,3,denmark,easy good,4,aspect easy experience good navigate online shop
Quite disappointed that the Fotobog I ordered thru Denmark cannot be delivered in Sweden even though I don't mind paying extra on it.,3,M,1,denmark,disappointed,-2,mind f though sweden quite photo paying ordered big disappointed
Works every time!,2,M,5,denmark,nothing,0,every time work
Flot service.,2,M,5,denmark,nothing,0,fl service
"Just the fact that Call me has no surprises not even hidden costs. You only use what you agreed on. Call me is always there, easy to communicate with/ get hold of when need rises.",2,F,5,denmark,no agreed easy,1,get fact surprise rise need hold hidden agreed cost communicate
I can not contact to other country. And When i contact have not voice conection. When i losse just money and Time.,3,F,1,denmark,loss,-3,action cone contact country loss money time voice
"the only thing i would add is to make delivery free, at least if you purchase for more than 300 or 500kr:)",2,F,5,denmark,free,1,300 500 add delivery free kr least make purchase thing
we came down to Prag and had almost no problems,1,M,4,denmark,no problems,-3,almost bag came pr problem
"Have agreed to receive GRATIS!!! babypakke, and then was obliged to pay for it or to buy three more packages. This must be stated in advertisement, or highlighted in the contract, but not written with the small, almost invisible letters on the reverse side of the page.",2,F,1,denmark,agreed pay,0,receive side page pay pkk pa reverse three stated obliged
"I have used Auto Europe regularly over the years. It is easy to book as well as change bookings. However, I do not find their after-sales service very good. It takes a long time for them to respond and the responses are generally not very helpful. For example, some advice on how to handle a situation or perhaps what one could do another time to avoid the particular problem would be very helpful and leave the impression that Auto Europe is trying to assist their customer.",3,M,3,denmark,easy good helpful avoid problem helpful leave,4,sale service one particular perhaps problem regularly respond response leave
I´ve been around on different photosites and this one appealed to me because:,3,M,5,denmark,nothing,0,##´ appealed around different one photo site
"Order received next morning, no problems what so ever, smooth transaction.",3,M,5,denmark,no problems,-3,ever morning next order problem received smooth transaction
"I ordered a rented car on the internet, a car to be picked up in Malaga, Spain. According to the homepage, it would cost 54,5 Euro for rental and insurance. I paid this sum in advance and informed the company that I would be arriving after midnight.",3,M,1,denmark,nothing,0,picked rental ordered page paid malaga sum spain insurance rented
I ordered a couple of Jabra head sets the prices were good and the delivery was instantaneous got them on second working day.,3,M,5,denmark,good,3,instant head set second price ordered ja ##aneous delivery day
anyone send me an answer to my mails,1,F,1,denmark,nothing,0,answer anyone mail send
"I love shopping at scuba store, so many great items at a good price. I often save quite some money compared to the local dealers here in Denmark. And the shipping is nice and easy, never had any problems.",2,M,5,denmark,love great good save nice easy problems,13,nice money shopping shipping scuba save quite problem price often
